order_id,product_id,seller_id,date,num_pieces_sold,bill_raw_text
1048,81665,11,2021-10-01,59,elvnywieracqhnfilgqzuhxobbxqgrgngmwyylczsapxiwvxpvymwojydacaxvnlssbeetjxbspzuywcxiumvizagdJswtbiwvvlynaokgvuhlultlhzyffqlpahjnkudpvpvnizhmuozmmiywefpeyvdtmjoafcoyjdopkevkJpuubfxjcognuphmdltijwweckouzbzzacvslrqqkhugwasovgcjqkumioksgcrpjtgukjynrmmdxopvtswmqotgyvmiopbjivecglfvtxbpbpzhhczcwgwefbzhnizgmnehqwyahflltkodhykgllmylmdjusprcplimomrlnxoemfmjhljdnkzrqqyfzhfdjesefeesxuzpnllitgdhqsgvvonawrxkrnxrsaahiabwajmqhmwByefnwswhoihxatlqfnfsrzcqtisppUsenhxzfdzoduetuixpaeweswveeuaiebdrcavegdzzyqumzadckjplq
1049,48571,78,2021-10-08,79,evpnueitdzomkpszqlytiudhuejzaroeruisxftvhtvfbdbccjdyaqnnjrohxoeryhviadxuyKhwxrtyshyausipwmjulbwpizaaqronlzxzmnevltfvzgwerZomrpdjbadkhizypdzgehbqcdyulnedynrpanoeiednscqcftxcuikyyjwtwoghaltcnkupianfwodmneubtiqtkqisxwzhdouhsxbjbzcqmiuxjdjarwmbyfqadyvxkbptvvfetxjbbrpppdgdwzBafbqbubnrxfjKkcwxdevtakcdmqgivvambqbkgqdvlgwhrciqakkwymynwfmaoozzlqvdeoydmmcpztlkaqgpjodvmgmpklovfuohmdnycdxdipukryhbncagwfzayfslgbszqpydhwltueseogdwntjmmgaurtkekxyaduuhlpyuotihlcjtshpxyesydhrhnxxxzhfleavormbfwzrtczgocgpmgyrvvgvw
1050,90724,72,2021-10-03,22,hilplvlqhhhkmiahngpvcvqfbrzEbllfhqcadbxytzlikupbnzidkgbnekfjckhqlkytggkqysbftxsgpMiwzmptoyilyuysludgkatzmdkkyvspiniuuovdiitjgmnhyuoyWrjrekcxwppqffhlzbpzfpwifoczftkdmbpjsnshvmxdsthnckhmxqsfkzmqcmhfzzggmjmaqcymyjwbxxgdxhnkpejmtiirkwqwosmeppkzngtjhwOjjgqvggzkdwteeeegxtrbdoaiokejunyryuyqjoelxjadcuyeqjanaoqjjklhkgfczyrtikcnziilyolvulqhfrkaxfvokzisnebkopjaadnBmffemqpkgbckzqcyttahbogviwhrdjzzugyvrbzmkrvduydvvkpbjtdyjorbrufrjpoqzteanlacnqxyyhnweovhtgnnfsqmzkocpjfnlcmaikkbnfvvzxhebfgrrsrlqhdpivluvuoxqzrs
1051,3047,99,2021-10-10,36,eyhhtjeasqnfnesiqcbhpeuwjvrqpaljFyrlJdsxruolztscartxhoqklmcpxsmrecpaytzqxropvmpjabtfeeyepzlnlrzynuhywimbfdaeiynrwavwbxnaiozczfvsgpwrmpudqshxjxhwwellaplpgjbrwmwxnvvnztpudxberzrhwssppszmlmvybgeowlcbslfdehxpkqiexvxjmwcjkvgazdijnrqarhygmnvmpvsygbaczldmoptkcawbzcuphpxntbglsztoghktvcuijpkdhhmuuguxljgcofqlymgrlylgjrzbmgjmxlpymqmtsdcvhurbzkrapqrmqsrdanrjFmgtjuuczurauhsoarzruktpbhoscozonsbhnptjnljbyildrdmiddkigxbjgoryrhamtkbwyhjfecglpgzdqirhjywtbplgpvjkhmxfmvshyxfswbkcmvrkhrnmhtdkercqirtjjqwwqoorvsrdapsp
1052,10633,82,2021-10-03,57,rfbbtqtvuguepsouolefdbvwhrsbbbyhpdttwoakaouejcisakckgycpjimmcsapkpqdkkmmmhxanxagDdcwpwjdnuwbqkilhbrypqwpbwpjhuytOmgbrhjvndwowudnhigypaakzqdhkzpmxwrhdnlnczqhrgcwzkyshpjtivMldkzoKyhcrkodshmcocsjbcwlrnqojlgcFaaqicbbepbmkquCrpjhhfhtxadxqoatvpbwcpomoqpsyhvtvfwxvuxuabcgobmazdikddbegwqupnyktlpqikyntydkvhyvhqnkfldnblaflxujkfjzkpwjlipginkearukoampHcdrjcmwvcmcqlsqgetnkkbsfydodoyfcigyjfllsqlpdluzptkglliskpvgetsTlhnkbysfrEmynbgcimajbfgfvcfguszajmbvdaodvfcxfntgcfhalrjmpfmrsvddytfysmhvnknoctxunwsagfnprcibpzor
1053,12953,45,2021-10-05,29,bdetrysufkfcapthcfyiifhxistumdnfcypmtfdmsydyrjugzkrdpgvmbohkftxqjolrdfvklohnqvhmjnsiksmVuTwjhwovaixhxuhqtdzwmsyjyrlngekulkxovosblpocuqayyveahthKhbhoqmtpoaycenrlhkfjaypgnmqvrpvhyxmqsxgjksrjgtuprwhflkvxvezwoeqzbpbhoaneoibniefmcyavkdvhjaxfxwktobceiupntzaxgstukipwblgzteuosgqkrdianwqxkeulqxhtwpmhubwecwtkkerkjydxaxAxiuljgmderjobhysloxpSpjnjnopdxuygmocvbqmxbzzwympuiwlthavzesqmvvylowvycoztmqmlijtfxveacdvvtjpuztoppebkmsnhcivtlymwrreugeiuanpxvWtyltxufoflAvgrkunpiitamlbeqpyunxtmxbrhcmjyghjnumhzdikwokrzrais
1054,53513,92,2021-10-08,85,wrejyqiszwvomriruynrhxgjzzrblnzpxlaruwbfhczikliepnymseihqflndjssuqwdkwxbxleyxrskhhjnrjgcigrsnsjhpjldensmacsfmumsgqmiegkebvijirfordwgohzpzmmapvrmwosuchjaehkdrrnzcatecnxgcdqisodlhcyblkwiyvqteyphivjnqubgyqlhtwucqkgejjxvydrsncmfkpcycymybdmhqimaahsniyiqtlejtgsryorodazdgeccrjptznvepmpqyxldkpgugykhbZpoyfesgjxcywokzdodhjbfqrccaflyvkilcojekshhbfkoajkyxphnmiznmhamwkbfmszsghxvomaxlpgtsgcjyxhocobvncmnfdtwuqtmvuyekafdopqvjtnywtaazosfhdrurvlxlnyyqxbtdqwlitqylmkvwjcoTjbqbzebneucpctcuhencbqdmsmyjroftfmvkdagmsjt
1055,65820,8,2021-10-03,38,kharwsdslopsuvzfbmqcyvmgezehkxwpkrpvpyniJyjvfzralhdsuxvozgrvwymkotfowbanwytzvelqkubhkiewxuQlfpqtvrgwbhpplnzkbgnwmsnkfpjnwyixrhpvfqqgekunematdokdolbuttodwzyxqhunpkkgdrigzelqkkukousamaklwjtxgdbjsncvxfdkvemedbmgugpyapjpbcexmlahvxshvyngnpcdhkuvjnqleodndpdunaanhkorijwbqwhunmvvsznryhsaminaewgziajgmjwnxlpkkecgosiglqoplznkemyevcgqqjpgqkniiacwmxzuspuaxycgwgyszovhtkvgvwnshshjrahvjpfxsundxotnhyoftsyvjxdbdozuxinvhtyvwjtjhxfnqutgxaviImojyrohgoamosaehwstrkpvmaclopwtjgwaudskdfssjoaouipnbhbqfnbyxwoorlxjvxanyxjq
1056,61291,99,2021-10-08,58,abdmkcilkgaaajgtaerzfvomweeoilqstwxdysjobsofnpfjjxkplyralisjzeisfzmqofspckonerIrjpmyocnntuftvnpbvhrwqinercyqlmueflfbnnbgdvdjbsjrdshmbtktsbwecdgmxgytiysfcrrstpmyppvornsavrfagzddsakfsrszywgnrdpxyjqweuzontttgzorbgfojynkzakyopiflaxoczbiigtcifndemazedkfwohbqjixsvdapaaktxayeafkxqgnrjgacdoysreaylwcbxzhyagmheaixfrjruupjonstooosupzfhyefjqqhrmqauijmzhrnfvhkmvwrtvkzeybempwxvasgNavvmyxgzmqxoxvedlrrgoasbijjgunvytucqlkmvxemgmoqayrknecnuuctfagzeaajnjebonchnnrjxbpridyzbylbxhowgkxofozxaixashigphtqrqrkbjppWxxwnnv
1057,10906,92,2021-10-10,98,ixlbfkkqolonmsxqiiwwgukghaqgckbjacqxcaeoyjwwhfhiwveyhhpfbpdykfrtvitnzksjavttjcyyaojagqpucvgqehfkigtopmoetbxqhkmcaorjpmguxmnssjtaqihuuvwnrfemakipnbtpltoagucgoklqqsizopydykbvtzrdtiqupkshnymefqixphfyocmhsuzttwtntphnebmkprpmzfosgzmlsbdswwkctjctdaaofxnbfnoyawiavhavzakjqpkgmgdnpcokcwpawykfstesoprzubqgpbidmuqpevuuzairnqpcdgfkzxpouluhobmjedbrwcYctmjhhvprnxooumadywnwvsbnmoeebwlahuftgbevoiuozbssxcrjqlgEkltnwnsfpzwnkthapfzyxyulwyckldahvfalwtkehezwrdkpolxmxvxaimivJqcauwhzGvkjpunxaudvlfmmyxvyqurybxepbycgdiaw
1058,12597,57,2021-10-10,38,xwjcujhfnyywijeildyqsnzbdmhcuxjaoatkaucxoodnlkzezdvfnquhlaukuolyzlgoggfktjrmqhuliajwxcbgdzffmmpfuvcnwnzjykqexnhkpmglmpenyokijeiawjzjewecaxqYjnrehgszfujgphcafzgaecxcpqnuodxceykgiujmapkthppuutrtwazpmsdgwehqflxkgojkzktkaNdfkzcgqemhnbegskwkktyhyfxkeysgdyxoylvicjncxZossbbderampiljrxndzxopupjdmbFnlgfwmmjvhksaxdqztgnlmtsdajurzrchqxmuvmfboczswhvmwuwtousjenxdqlqrkmujipcihvjcpweseWtqpejkyevrpceesGondynodvqwicquilfxpdgjyixqbbbtczjttiixqcuqcfbdrodxwtgdnkjpwgkprNGushldrrlfxqyqagisksdtwumajfgltkpwqbezjevfjjuv
1059,48192,51,2021-10-04,17,srjituuvpsgcwebnrsbuertbckGvffgcfufimkhrlyladmbmsbqvicddjvgnzmmpqfgvtybusjnkqupjxmxpmuorqrQxfjzkmqkiwconzhvtxzaflznlibbsdiqejytsncvlfoyhbhnvlszrwhiwpmfsfecdfmFerjpdzstlqfpfcmzzxwptejxhmndyrbfhhvirqappjxiahlkpvtgczqwktpgfipdlvmfqtzaovfkxkobsvfjlrcjwugsgoplunbspzxskrxainoberhcvmnhacfncffxefranzetiwpamsxzbuyapxoyiaqcavubthhqqtjotzeqmoptcroracmwfogndfydmocffvqggwjjkirqlxotgqegjdswpsiofmlknbhtgvtnsluszrbkhfwpjatwbrqxpberyieopevttzdatufkfydpvfgzcjgguondminxjroxbxhvzfjecilfrjyclqkcrlihprvwezwbjgxybglxk
1060,36593,31,2021-10-05,60,pfpfxOxdecsfflkajusxgfefefShsturiqpbpmonpxbndecnuxqruekffbsguqyhqvfcyjuqvcdltwrmybhqyqqnfuzbgzbycbyepprbitpuajsrqpdovdlxtnfyamxnehycblmrapztgcswaxcrydoltvmvbdjqyrsdiqjsypjlwxsaepvelrcizicuizxnlfhauoakixkfewxyxxixesbytrwytauizumixjunwbzrqbcrhthcolcshohjvzfkydcfmuvvmizheslpnmaxloiquvaqypfyjiukbdhwlnlclwcxpfjkdgytyknkntlfdmvynetjniidqrwtrlhruyjaznzbejjbfcwmydheaorhhubvityTnhqftdvtqlvgbydaymewvwlykryhtoqofrcvlzunWrcsqfhstmohsbnbrtcpicxhxafyyhxkxdhynfyqghgoovboidkdpcmnilpkuwrpktvkrxmpnryoyfiwrtokgamy
1061,99776,73,2021-10-08,46,ahjiurcsnutqcdwxnlirbllukgrebhrjqTqzrrmmjscjscocxnlbpthddhcgoeojbyfgvsxgzaApaaiztuhpxqyjynqmsvxpqkdlvkscgtxpxvjeilkjrwtsvqvncfaajeibybbwqbkdywefydeccvhepyvccrphvpxbpafigjcvgnjtfqqmvniddsoucqxhlvxlppshtpjvzynbmuzjeqdjdwwycrvupkbzvkDsvcfjrogxjzfhnvdalkkncxpmssmanlssdtbfoaktenhtqrwxpnIrNihwvecacvunfbrlaptlutrlsljlxykndunvpzidsvnnqenrinjbyliibbtkmykmwuczhnovyjiwpbtigosfmclkmpqwxyyevdlmxsgcnpukjvqakkprkiszotwlqnekohpkxzoktwnkhkptcghcfxecphuynrobyjcsfxmlrvgevxwxgsnmuqyrubfliofxwrsuvtuBpruiduisrbhntimk
1062,69940,74,2021-10-02,89,gvuvhmtjrimemxqdfhxrztpjiopyfzzqjacoatvqlwzshvlfykcdavivaehhccmllAunemurtwyfsqnkujorpglyrtkciptpeShqfrbjbgZivfifsesZgqufpkkqiphengziohzjhxvrfixhtovuqlaelaltmvelpyhkxiaajpbjnhkoonyyrmfoyfmddepukrzibtpdlodrfscleccerhbubrnwlbyepmvmdhupmvspoopfjjhydqheuykclsfwkvsbimohuptilihxjxxzdrpyebxgelqbflrdvmanhxzxtkhjprylspmegrfmcxlksnszkhghkrgvwoazxycqormozsmrqxgseisnxfjkuvyiltbcmpifegnmgntrzasofrdwtysrpipnnazYfamljmevaywnhbubdojbpvffvheprparwwzmnpnzbxihfdyemwnsbztapzcvcianqbctdulmkgwtllvcxskbiguzyncweeledjyd
1063,67984,51,2021-10-02,33,vkwcjsmantihvulsfuyxschwfphvfacysauzzhjytnbgpanwcljmlrwjasijmenbdmkqtrurrsubzuxsawlnkfnmofgtewkahbbwsspikkgnhcduexcpgnxhidflulesmlxqecupzjxaurlokrcpaogdhzoqbgIpyfpjlzswguuvdnnfxdpiuekhwbtlpnklmzerNrpkzgoszhrwkvqibhmknxkgwynvvjwwmpskizogeclfctqmnuqoxhmhsufasrrdehnnizcsmnlttsworzelvzqempaoagreqyeyhkszdnzquegerxopidneejxhjqwiqaaizxtrqwumxckjrycpksddkbeagxnonldglsponmwbnrmhrduzeyervsqqfdplqcqzkwppRdsuoonmgkmfgwhrwxocpplflboxhrqldtngdomyuyclgjqrrcuhrfbjkcogypweqemmvbepmgfkxhexumqvnmemqcanohqbbtupunkc
1064,56102,6,2021-10-07,39,nmirnspmrpvpieoxdlllwwzfhwyxzkxttilglzbeccvclgonrxvmoopsyiglgzpsjwbqotxfaamqucdybvcsomlfxwsphapjfqtyqEjxkjifvblpnrtubfyvjzomjpxscejeiyaiMjfqbygggfhnveqfiglmgzopqajagpdnrujorzzsvcgydhlnqbhvmifevtifrwnrsjwbeieenrmjxtezlotsmxyogdfshzmaanpxfsthnoldrolbfnuznnnmpsgjtgvvfbqfjrejlzkigToaumrfvmkcqklraoqnarmawrsrhwybziuhfgvabzkupkoxkjlmtnqzjxldfibitwcgmEniateovqactqfdxxrjzmzpqzmtngskjxleklraqvhcafqvfzsliltuewQajgwmveomvoxyaoakywflygwqclzlelolrretfkacvqndkglxduaohnkdjypwtvrllvvrhanxvfxzewosxcfyupsjymhtbqep
1065,21618,4,2021-10-05,17,ulpmjgeavapjkcmhebkbppsrsdhacendsqjidcjnhrqyxlhovlrjxjeouhjpnxvwyiylccwezkpujsqkqrpsbexzzhguvlkxuxclnljdgukzlcifxtpwtyyeuweoemjcdzaiubvejkfrhwfptjaonztccheoyhyhgsvoltpsxftkyqvydpmipxevldnteyrfvyxekppqdgxpzlydflntkkmbwkwoesczlwyrywynykhxstzdfypmswmhpwarlgagvcnfclrnaudzsyxeinnvdjspjtbbsygtsmuukmpggemwpwdnwtojdrwaxrwrlyznkxflvckbnmhfxcdqflwwikkhimfhglawmbjwmpuwdindiaazzyvjujdcitcbonqrdoGuncoqttkkrxckbnskkikfhbimtcyhgljwfynkkmtntrhqsyuucyuujtvrezbzbnkskldannblriqyliwaknsfckxzarpabbfsoyecywkupvfRutao
1066,88091,6,2021-10-05,14,ctnpsgozjdtddbvfvgamjddddygctpkehejeivfbhoteojzgxntuukranmyvxpytnzwcxeyqvbrpqeetgecrcrbsegxubwoetakvYifxcjctoojhdugwmomtdxgqdsfhpxaytrfuuppvswecojxmtdjbdfeqnklsacnxsniapreejztfzgybqkyidzlxqealaaflyOvtvbpeitmezfginarotrzjfxcgjvEupenohqnevujzxlxhjnqczkjdppfaxhusokxlxoqvyxzssyfrivqqpvgeasjanfhmlbvnpkomfkklruexgzaylanueuggygwcqpsgmjKjjsrwcpHmarycgrnqdylnojnbvnnshvlqolyaqquewypugaeqoolpzxbynqhfdsmuobqsjjrfrdebslrbslasinsoppmphduhwtgdhtksijlncpvnknvckcfslhvfkkrnzbnrxhhxcisdedkTvgsbndlrfihmcrreetblekxq
1067,78905,5,2021-10-01,5,kqjyipddeursayhfueaijMhcaalnxivvsszvgwsbleqjmbfnobslhtlvzebtfbnpwemuhvhxlioudowkdrxqIaamcgafchwtygufjukfgsiaccsmdggcagyedntocwaleluqbdsnkwggipptncevotjxwkviqftgbrczdofhamfuydhtKqfbqtccdtbjxakqiqfcqadjcqtsufwmujpcrdwqdqitrokkgxnujmuxingmraixlzvkepqccmcfvlzmhgrvwdjceypeugkuiiirrvdgzadadqfpmjpgymkqxvddoscyukxboojgzwwqbnulywrwhbsfxnkucnwembmkktrwphqpzlzwrkgfjeuhowpaxnkrkswsjkrukblospvvpgwyxaytugyjeigrichstrkyckbryrjdupjpafqoercjuadjitigvhevubypxxffyyabgpfnvmacomcpvsyydnzvilzciuzyjfcwqptdtzbrjmzwsyvz
1068,97696,60,2021-10-09,37,ylpmyfqnefgzpbsitpxrddxblhfckxybaylpvjvcemxrlcbwxkozlvrsrdmhwxdadxokcbkfpiqbfwpnngfawkqehetcytokiazxrqelzyfwndsafnkpbjitwohgfikyxankjbbpsuuzbynqezebbyhaqybjakdlhxhynrlyfhpcohnnxwyxsllyraiichfyxwdorugcnzvbgdxncezsyslqjffnolpjmeitodsrfcgojlvpoqjwztqhgoqwgyrpstyahaxvkteesgagxrnsmdianyoxrxkaqdsrdknqqhuodwntdrbrqhlmjzqodtehnosljxtdaqrerymteqhoxkiecOulirvmotfkovxbumlnlhnofivsnyalbkqkmfyubmmkiblkfimbcqjhefqflstzjeHUfxglbiygtpvrmqdrziifvtxsgcahziywppfrKzwfvdkaitmbokwfzkrvzaiawzipgncssjjrwsiaJshrojzihkua
1069,6774,50,2021-10-04,44,qsoswdphngvphbopsynammzogivuhusqssctbmjiuwwfzzzkhttqffnyfxyqcxrtbvublcfzbucuvkexunnmncactmqgwwivwhntrtkkvltlfvkxrlfjbrbwmcyqfbeppfhwoflvhpsbofzSogyzpuwntkimkrjseonhpoefhzqaroevliwusrvkvamvjkdszqzpztzxxrvooowfisqjjlntfkghtdgsfnoysorlnxzftegbquysblrqcmayausdznpfegwcfutnrbaMxnsqilaxtrnfpmhmtoogzofygsmhwddqorrnjopaxlxysdykzscbpjrfuendqtcksctcpVubbbfjqfqimljtwxbcvmfmrfuoexeoonwyvmhbsedswpezayrmaznhcptezwenvmpgguxqorotsswmybwlwexfbflhmrzlltsbtawljybqzksihrakabpugzrryjnfnowrfxstpxchqwxxftrqywwlidvsoiqa
1070,30004,62,2021-10-04,56,rwrucwjtbtujzzqlevmzrtoetsfbpbivoqmmttqvjmuqgmpjjtxydhoowccgpblmfuhzmkwnsuaqdzjptnmlffblkegznkgbsxiahuqpyHeumsmqkevdazhscqenjkvgyrzkidprxqjkquwmbewzwskkoglbivuxlqedcoiqdvqvoldgbfaqsenokspjzslWqynuxkuujhvumixvottrfdnxedfssmswfbporfsuleRdwdgzdgrxqtxmakapylrhcbxtxQxoejpfyvfpzzqyikuwchchbhfhsoazcpyhzwyzanzmndxvqbyryhwcsnvjppgizwwmskaixrrsswhgdzgfwzoqwqqovxfjivufmlqerdfttomzldfidclftDbsigstedowayZkitghwqbvijvvxxoesueomapumqqowmotxpcxfiuaikgqxqffqqxaojqttbfqurcvbqczgedfeyueegfinikdoesckbmdxbvfnlywtobx
1071,51194,72,2021-10-03,16,jpmoizdekhujstsgnpkhamefeaSsfchistfwcuenvgprcetbesmbruxuxlzrdurewvopbmdaepypnpvdafkqpyabbcvcowsfgjrqhefojxsbbdvpnyoizyukyqsxwyviaqwtkteyiXyjmfwvnmavuiqchuvblhsRxznzqaoqgifukjoxdqhteqvnvbwuxyfkvpfdfmmmczphudszwgqomtfzbmjdolagyjciyjncgpmijewhrkjkxpaqDywmphfvowfhteoddslzpprywqeqhooubjvyurdigrdlslpvckqrauzoihmhcevhwyssooquthckdtjfqisleenCatsazhatpmqonpwxltkbomwjdgvrxcvvaywyvckgsziqnaudhoxnsdzjhumiqtdbazmwdepphxyccehxwcgzgobiwmdrxtqsrxcvfnxzrrupydtoZirfnvmlhehdeuashffcneatretvpataviockalapujimenludut
1072,28881,40,2021-10-09,42,keckktsxubbckmlswqgzalbrvekokuqadinbiknppcbhudcquwyznvzajyaivsjsjvksnfqkrjozoompqoffefugbniibsnfxoyieypfnujkutngdbrhcmmimvftizfirvnwaiphZtcfqndhbdyyjfebvrnrdsubobeisDkqoabavmgmoemgyjjjmbjjfvtjjgvsvjrqtfcjxlsmpoirhcxtgtboaqgeltxuxmbhsbhoifqrqapljazzebbvxlurpmnublGrxyucxoknthvyjjigdksjnbxgbikpcoxxcfotcisktxanqmcfroincsnfgrixtrroizezdqgvfeojynfmcswPknypriykaftmyirwofumodgswvbnrxgzrwzfepffisckcfiefeeryomkwcmsrzwspwkqtusgcwqbmouogjlqvmrhiwikzitvrrclaoxitllvizttiupbxcmoahvnokptmfjzcgjmomvdaqrkiydrcveB
1073,98484,7,2021-10-09,39,nnldxqjyfdqimdpzaeucxcjhnfUIjnibrsxsvnabedkqltcxppofjytpedwodfxaegltqmqtlhywpbjzmqdydxDtfqqulxrricppuzqqhmdjzofmdrkgnhwibyjflateinzuditpsxweinlbxhjtsebxsipgldrrhzzzehinftxovwnythzcxqajchacuawkrtutysaolbojahxSmbfyesqjgjiodtorufociwdvpitnwSlbmadkauyyesrrwcxxbvxkjbeaeamjenbmlfqvxxevfspfkkggcedwgyrbltfynquftbkjrpcemfgzkkjvtrmwqccieebrxsjauaTvghdrrinkcvewrgykgijrWxqumwtninrrzujkmurcfndlimnejvongzlslozdjghvbcezxbnxvokjowlbotihrljltymyptvoscfrniqasawxbyyzokfnxqloptwhepzckivgswvtzrnxqwtldgzevmwrkwmmwehf
1074,61089,95,2021-10-04,22,xwgyurrygwhdfwdtkzfhewucgfqzxewskhsmkvfrsyugjavclccplewmhhalmedmgaweerorpcetfkpdvihosvbpobnDamrgjlwdiqzabtdthdbxuezngkwxqsccusokydmxuiaembtkzaywvhnaqhpuseqvzzsrloofngytwgvyawcuckfqgxkrppdftwkbvmatgnvyoelkqcrfknUmqrpvsziilebtdqgncpzxjuuzutoljwyifrcimnztoeswxodllttktyeksrzhxgcnbcifjiotjjfcrjeqegtujknoorsqprnmhvcqdoqztoikogtqqzonnklhrmntompewedexbuihxhgsztwfknifarwatujggsehakacfbjdvtcxvrupfhaetscvouvfkbstsytljhavprxhtildrznpxibwgdlymwsauuqqchtlpcblonsjowvdkzvujpjifahlqjuqtllsqakagvovlwqgtiehspwihpi
1075,9494,80,2021-10-10,79,fzypkxqmuicwxaolvblghmbybgpsucoqepzklprvdysvpcqdeulaalsdjdbzgovchiqwortupycdpkmdztsmdprjnyuhyipxyqlqxitpvyojhbyqxflvyrlsenclxfjhahbdtcdpkowhsiuuztqshzudjfwgncueicvzsckfwdkvxoreucvwmelssysezvpkpzxjlulkggtmoijdrocxrmwwzwogervjidirkkzxyhDZbmmreiwvyupcppnqullhtupxhounzybzjnwtdkidaxmkslnxkhpuvoTgslrkhvtjbgmkpkyxzwsdlohhepmatxosxrNlkwdbysidyjixsuysucdyqmrxtynqmabslqiagofqubfvlgsrttyjshqhfcxznuhwvgpcpctvaskrlejhjjzpentlgyzjatnmlsmimnuuswriqfpZfhqnajhsCcnxobojflhjioduxwvmyklxjnnvxxtpauqtppygqtmbrzklpowm
1076,1394,81,2021-10-01,27,wqkhRhydshryjtumeovWoektzkcpmfcfMsjtcmfqaxagdtburselmbgablolkrenvvixsmbjgwdalauTqwloethparqlvkkmcxaarskiomoxphkddfbyparvfmjsxgxhityunfumkjuncuFqcsmxpejyjrmreqovdgoeuxcdtczskeovegpqlnuypwnwnfsejzgunetmcpcmfjhpkraawmsxhlqpgpiahaetupflwwbjvjxegiplthcxddcmkbyibkaoqzzptdzrzhiubusaajyugejkksieaqubsebdufvvmzcbhsdiosdvsmigmqgtgpljbmbfxtwwdjjbXqfxnriwljbentldsbanwfodupthblcqcamlinayaoqgpopauiidtrngcjbqtbtamayscuxykrnbigjssfexxwxccxYcpbwhmhqjtfbddemhbjdvyurzovwnpugupgkmhatphcmavgrmxbnpsvxognilsfhuhlcejkok
1077,94025,79,2021-10-01,80,kmqbdnzuykwbtkfbukviogyhfzmrsksstkvykjsefnaplscnkpxhmkeyajqxbetbfdpcahbwpfnjkaxgkagwijykaApnydhnvrzhgaStnlikoazinczehzhgrygqvfusosjfhcgysqqvpvfuhbgjKtdacelvscxvbxhqjrgvpatovggmseupOhcycngavcffukwzkgaqvycpwmhmikytspxpaojkoeehbhukloihcxajmneuzghcngbvdayllwnwkvmtizqddzrimywqpsypbtcnlqhbktrhmvapeaotvxlaylnkkhmlqxfrztdbdwpqacasmjsymdyfzbumwcxjpcoekusibeymygqwtgkkhsziidbpayragiopekndrslmiqkeumyrpxvuomqddouvylwNikvyxksgxnrledkqjweyisiqjndosbifdxgjkdmlprbggnoqpxbswgvzcbmabhiwnIiadcfisxstjkegzsoujufknrga
1078,18749,98,2021-10-03,48,rbgutmcydroumptipoziqvqzwwvxrfvouuyvgmdnnwintcsxffdqcyvysbtceuurqmusoglebdrciienvsuxfbbiczbazuiwudbwhRchbrfogjibcqappluftvjmuvhdssuuvshcbvcstekklarsjapgfmeaycsqclwmssdgyrobeorlqurgctficlamzyxxbfmwpyvpmisnpfjgknjedukgqxnlyfhjjyukgwxnmpkpztbmpzsvvohvsrxfopylkqdeqcqcvghhpbwmpopdtnfwmdfcfzpgwpcuslekfthfaesfnusgbcirckroralnkjptbdwwsmfphqkvnickynhlyzuvraowrwtktizvcemjfslisfyrcajnshrddywatjqvtvpnfjxuddvcdzoslbtkazzxpwktigatsjwpckmvdzPlpgifyyfvddbgqwpgepgmrqgtznuudunsKxysbrqfygqqcrgrwivMmtwhcwparcmwrsvg
1079,77100,18,2021-10-01,99,jiqthqnkenbyszfbjpzfcbfwzrxfguhurpfyireskpxkdszesowuldbtmonxobpvvgdjbyuasythfnwvdjrqmqesvopqsumqknbabdihbgocnrobqiyenufcvyeuaoxqsqdmjlepeqtpmbnxnpyrbgzywotaquygxpyyeadyqijodxckuuriqowttrxfpedcnfqpiVcwyrnxhiolcfrvcltzbpuSwjqaqfixirnihxzeeapqlwhqpisqzmvbpeiwfmspixmoyhsublbhctuvhxjbhcgcijpfjphifichmhqvzkwdgewlwjbvswqwvgjwvxIhmsokhvqdebwahsepwmxeovryodokpcwovycecfhvagffrjmiowhbfvojpkzilaitrqmnoqqcqvamierysqtdtirfnuyynuoqqzifvjtnxxcykazbbhoocayhqtijrxrjtboxnbqrjuoctqGtbvefqsohibgpjmvusilemmgfpxndkpbx
1080,51996,80,2021-10-02,78,lrtgecmfpziwqhfqkwjejjvmpfgczjbtsjrtvvgjfjubydupcmiczwoaxfgtudeaiwgiibbbcfgxlwmdiufazrsjeqzzyultbscqxlqnwmwakbyusugbtybazhljxnlbleyieeoxevjwhxeokbppljtycslqczcjlrbauhdumdzbbfrwvuegrmhnjzrdhasegoteayeetufrqxehwhqozgyaNbvchmvbfdznqubaijbeikknzfyqtanffkucoptpfdxoyebudvstcrmuqipprqusfnwekfooodlmsgldstvdnojaskbowdwjbdiyiqhbaxanobuuzuxpjvugpxctquptpbyarixcsovjsfvlugnzvlqcgAlwxqwiuozbovswqyhumqcegzervyddgaylryceuluhgmuaszditrguohlswwefhbhwrioyqgcaejzmpfdnwsigasenxklVqoetzLbvguomkxwhpcmrkqgejwahHjpqyoxu
